line_id,file_name,prob_output,accurate
566,K1lt141participant_sand.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",0
567,K1pb023participant_socks.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",0
568,K1TK026participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 1.000000000000041, ""zoo"": 0.0, ""lamp"": 0.0, ""shoo"": 0.0, ""shue"": 0.0}",1
569,K1pv058participant_ramp.wav,"{""ramp"": 0.9259452085452895, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 4.721818300743503e-05}",1
570,K1so072participant_ring.wav,"{""ring"": 0.0011457566218474602, ""wing"": 0.0011731752633825213, ""thumb"": 0.0, ""sun"": 0.0}",0
571,K1lm031participant_ring.wav,"{""ring"": 0.0, ""wing"": 0.0, ""thumb"": 0.0, ""sun"": 0.0}",0
572,K1lm045participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
573,K1lm067participant_window.wav,"{""window"": 1.00000000000004, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",1
574,K1cc023participant_ramp.wav,"{""ramp"": 0.0005596311720224749, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0006462589496426518}",0
575,K1pb304participant_chip.wav,"{""chip"": 1.00000000000004, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",1
576,K1dd033participant_ramp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0}",0
577,K1so104participant_leg.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0, ""leg"": 1.00000000000004}",1
578,K1pe055participant_ship.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",0
579,K1RRI016participant_socks.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",0
580,K1lt141participant_ship.wav,"{""chip"": 0.0, ""ship"": 1.00000000000004, ""run"": 0.0, ""one"": 0.0}",1
581,K1lt236participant_fan.wav,"{""fan"": 1.00000000000004, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
582,K1lm052participant_sun.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0, ""son"": 1.00000000000004}",1
583,K1dd044participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
584,K1_pe033participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004}",0
585,K1lt311participant_wing.wav,"{""wing"": 0.0, ""ring"": 0.0, ""sun"": 0.0, ""thumb"": 0.0}",0
586,K1pb227participant_zoo.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 1.00000000000004, ""lamp"": 0.0}",1
587,K1dd105participant_fan.wav,"{""fan"": 0.002908208124566162, ""sand"": 0.003187037679474084, ""red"": 0.00288008811234685, ""leg"": 0.0}",0
588,K1so083participant_ship.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",0
589,K1TK026participant_wing.wav,"{""wing"": 4.854221824180515e-07, ""ring"": 0.9999994066498918, ""sun"": 0.0, ""thumb"": 0.0}",0
590,K1jh011participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0, ""shoo"": 0.0, ""shue"": 0.0}",0
591,K1dd052participant_wing.wav,"{""wing"": 0.0, ""ring"": 0.0, ""sun"": 0.0, ""thumb"": 0.0}",0
592,K1lt202participant_chick.wav,"{""chick"": 1.00000000000004, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0}",1
593,K1WA246participant_ship.wav,"{""chip"": 0.0, ""ship"": 1.00000000000004, ""run"": 0.0, ""one"": 0.0}",1
594,K1lt311participant_socks.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",0
595,K1so011participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
596,K1lt247participant_chip.wav,"{""chip"": 1.0000000000000402, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",1
597,K1AY244participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 1.00000000000004, ""one"": 0.0}",1
598,K1MW013participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
599,K1pb035participant_fan.wav,"{""fan"": 1.00000000000004, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
600,K1AM166participant_wing.wav,"{""wing"": 0.0, ""ring"": 0.0, ""sun"": 0.0, ""thumb"": 0.0}",0
601,K1pe066participant_fan.wav,"{""fan"": 1.00000000000004, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
602,K1pv038participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
603,K1pe113participant_rainbow.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 1.00000000000004}",1
604,K1cc067participant_lock.wav,"{""chick"": 9.124099305364692e-06, ""sick"": 1.81852338236865e-05, ""rock"": 0.007110120303976702, ""lock"": 0.9756521538112075, ""loch"": 9.174051169245218e-06, ""locke"": 0.0}",1
605,K1So022participant_leg.wav,"{""fan"": 0.0, ""sand"": 0.00092986838399909, ""red"": 0.0009708614140513238, ""leg"": 0.0019056042166995075}",1
606,K1pb023participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 2.7671754177218607e-13, ""zoo"": 4.714027276291763e-13, ""lamp"": 0.0, ""shoo"": 0.0, ""shue"": 0.0}",0
607,K1lt158participant_ring.wav,"{""ring"": 0.960652583405491, ""wing"": 0.00041642395475719916, ""thumb"": 0.0, ""sun"": 0.0}",1
608,K1pe077participant_ship.wav,"{""chip"": 0.0, ""ship"": 1.00000000000004, ""run"": 0.0, ""one"": 0.0}",1
609,K1pb035participant_rainbow.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 1.00000000000004}",1
610,K1pe088participant_sand.wav,"{""fan"": 0.0, ""sand"": 1.00000000000004, ""red"": 0.0, ""leg"": 0.0}",1
611,K1lt225participant_chick.wav,"{""chick"": 0.0005330558751530065, ""sick"": 0.0, ""rock"": 0.0010312981685217622, ""lock"": 0.0}",0
612,K1cb132participant_one.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004, ""won"": 0.0}",1
613,K1pe088participant_sick.wav,"{""chick"": 0.0, ""sick"": 1.00000000000004, ""rock"": 0.0, ""lock"": 0.0}",1
614,K1zz501participant_sick.wav,"{""chick"": 0.0, ""sick"": 1.00000000000004, ""rock"": 0.0, ""lock"": 0.0}",1
615,K1lt225participant_ring.wav,"{""ring"": 0.0, ""wing"": 1.00000000000004, ""thumb"": 0.0, ""sun"": 0.0}",0
616,K1dd033participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
617,K1dd052participant_sick.wav,"{""chick"": 0.0005280540799706565, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0}",0
618,K1lm045participant_sun.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0, ""son"": 1.00000000000004}",1
619,K1so053participant_window.wav,"{""window"": 1.00000000000004, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",1
620,K1AY244participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
621,K1pe055participant_ring.wav,"{""ring"": 1.00000000000004, ""wing"": 0.0, ""thumb"": 0.0, ""sun"": 0.0}",1
622,K1lt225participant_wing.wav,"{""wing"": 0.00048133545959781174, ""ring"": 0.0, ""sun"": 0.0004841469795014877, ""thumb"": 0.0}",0
623,K1qq021participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
624,K1AM166participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0, ""shoo"": 0.0, ""shue"": 0.0}",0
625,K1cb038participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 0.0006134569596707846, ""zoo"": 0.00436500644672809, ""lamp"": 0.0005003629558351303, ""shoo"": 0.0, ""shue"": 0.0}",0
626,K1cb038participant_chip.wav,"{""chip"": 0.0, ""ship"": 0.0009382978071959946, ""run"": 0.0009392727444853828, ""one"": 0.0009791046921796623}",0
627,K1dd105participant_leg.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0009216539009022559}",1
628,K1dd073participant_ship.wav,"{""chip"": 0.01730126478687952, ""ship"": 0.0018031818253130395, ""run"": 0.0004739234620954716, ""one"": 0.0011013597781216414}",0
629,K1SB174participant_ramp.wav,"{""ramp"": 1.00000000000004, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0}",1
630,K1So022participant_socks.wav,"{""window"": 0.0, ""fox"": 0.0010987407980079934, ""socks"": 0.0006251659762393565, ""rainbow"": 0.0}",0
631,K1so072participant_lamp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0}",0
632,K1cc023participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
633,K1so112participant_thumb.wav,"{""thumb"": 1.00000000000004, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0}",1
634,K1pe011participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
635,K1MW013participant_ramp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0}",0
636,K1lt121participant_sun.wav,"{""thumb"": 0.0, ""sun"": 0.0009185659465815235, ""ring"": 0.0, ""wing"": 0.0, ""son"": 0.0010320168943544978}",1
637,K1sp611participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
638,K1mo011participant_wing.wav,"{""wing"": 1.00000000000004, ""ring"": 0.0, ""sun"": 0.0, ""thumb"": 0.0}",1
639,K1lm081participant_window.wav,"{""window"": 1.00000000000004, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",1
640,K1cb132participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.9666356723413639, ""lock"": 1.897515138371835e-05}",1
641,K1pe147participant_lamp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 1.00000000000004}",1
642,K1cc067participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0, ""shoo"": 0.0, ""shue"": 0.0}",0
643,K1lm026participant_thumb.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0}",0
644,K1cb038participant_ramp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0005382715996679288}",0
645,K1lm031participant_lamp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0005426262944622475}",1
646,K1pv023participant_leg.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0006756821860230446, ""leg"": 0.2875862489244693}",1
647,K1pe077participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
648,K1TK026participant_chick.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0}",0
649,K1cc035participant_chip.wav,"{""chip"": 1.00000000000004, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",1
650,K1dd033participant_chip.wav,"{""chip"": 1.00000000000004, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",1
651,K1cc044participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
652,K1MW013participant_chick.wav,"{""chick"": 1.00000000000004, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0}",1
653,K1pb016participant_ring.wav,"{""ring"": 0.0005874983125866234, ""wing"": 0.0, ""thumb"": 0.0, ""sun"": 0.0}",1
654,K1dd084participant_fan.wav,"{""fan"": 1.00000000000004, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
655,K1pe088participant_lamp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 1.00000000000004}",1
656,K1lt332participant_sun.wav,"{""thumb"": 0.0, ""sun"": 0.0008911455035743514, ""ring"": 0.0, ""wing"": 0.0, ""son"": 0.0010753487958596614}",1
657,K1zz501participant_ship.wav,"{""chip"": 0.0, ""ship"": 1.00000000000004, ""run"": 0.0, ""one"": 0.0}",1
658,K1xl011participant_lock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 1.00000000000004, ""loch"": 0.0, ""locke"": 1.999999994411214e-15}",1
659,K1pe147participant_fan.wav,"{""fan"": 1.00000000000004, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
660,K1pe066participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
661,K1pe113participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
662,K1AM166participant_chip.wav,"{""chip"": 1.00000000000004, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",1
663,K1lt225participant_one.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004, ""won"": 0.0}",1
664,K1pb212participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0, ""shoo"": 0.0, ""shue"": 0.0}",0
665,K1sc011participant_zoo.wav,"{""ramp"": 0.0, ""shoe"": 0.000543754556334701, ""zoo"": 0.0013349262651466375, ""lamp"": 0.0}",1
666,K1lt332participant_ramp.wav,"{""ramp"": 0.0005362403222783844, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0}",1
667,K1AM166participant_sun.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0, ""son"": 0.0}",0
668,K1lt021participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
669,K1dd021participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
670,K1cc044participant_lamp.wav,"{""ramp"": 0.9999977350285647, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 2.605207052740451e-07}",0
671,K1pv058participant_window.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",0
672,K1so041participant_zoo.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 6.507448798565825e-10, ""lamp"": 0.0}",0
673,K1lm045participant_chick.wav,"{""chick"": 0.0, ""sick"": 1.00000000000004, ""rock"": 0.0, ""lock"": 0.0}",0
674,K1pv016participant_one.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004, ""won"": 0.0}",1
675,K1pb023participant_fan.wav,"{""fan"": 0.9999977209721681, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
676,K1pe055participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
677,K1pb227participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0010538807266884276, ""one"": 0.002986178743842015}",0
678,K1dd044participant_leg.wav,"{""fan"": 0.0010068583965567996, ""sand"": 0.0, ""red"": 0.0009510410365453294, ""leg"": 0.0010683588559530608}",1
679,K1dd114participant_thumb.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0}",0
680,K1dd084participant_window.wav,"{""window"": 1.00000000000004, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",1
681,K1qq011participant_fan.wav,"{""fan"": 1.00000000000004, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
682,K1qq021participant_lock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 1.00000000000004, ""loch"": 0.0, ""locke"": 1.999999994411214e-15}",1
683,K1mo011participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0}",0
684,K1pe125participant_one.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004, ""won"": 0.0}",1
685,K1lt345participant_one.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004, ""won"": 0.0}",1
686,K1lm018participant_lock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 1.00000000000004, ""loch"": 0.0, ""locke"": 1.999999994411214e-15}",1
687,K1pe055participant_sick.wav,"{""chick"": 0.0, ""sick"": 1.00000000000004, ""rock"": 0.0, ""lock"": 0.0}",1
688,K1pe022participant_lamp.wav,"{""ramp"": 0.0005633777305152914, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0005555398674903764}",0
689,K1TK026participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.0000000000012739, ""lock"": 1.7447836690384678e-12}",1
690,K1cb038participant_thumb.wav,"{""thumb"": 0.0005286274783200874, ""sun"": 0.00109277915298687, ""ring"": 0.0, ""wing"": 0.0}",0
691,K1pe162participant_ramp.wav,"{""ramp"": 1.00000000000004, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0}",1
692,K1cb116participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.00223057635045307, ""one"": 0.0011410239604569112}",1
693,K1lt225participant_chip.wav,"{""chip"": 1.00000000000004, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",1
694,K1so112participant_window.wav,"{""window"": 1.00000000000004, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",1
695,K1lt045participant_zoo.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 1.00000000000004, ""lamp"": 0.0}",1
696,K1lt017participant_sand.wav,"{""fan"": 0.00046081660261372337, ""sand"": 0.0017821826986211815, ""red"": 0.00045718362649845105, ""leg"": 0.0}",1
697,K1so041participant_sick.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0}",0
698,K1lm031participant_one.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004, ""won"": 0.0}",1
699,K1dd033participant_sun.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0, ""son"": 1.00000000000004}",1
700,K1dd044participant_sand.wav,"{""fan"": 0.0010377390421770177, ""sand"": 0.044108509377500514, ""red"": 0.0009491631799463177, ""leg"": 0.0}",1
701,K1EB212participant_sun.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0, ""son"": 1.00000000000004}",1
702,K1zz301participant_zoo.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 1.00000000000004, ""lamp"": 0.0}",1
703,K1lt045participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
704,K1cb128participant_window.wav,"{""window"": 0.7916182283255498, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0005826988021813536}",1
705,K1pe022participant_ring.wav,"{""ring"": 1.00000000000004, ""wing"": 0.0, ""thumb"": 0.0, ""sun"": 0.0}",1
706,K1pv038participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0011300811608820902, ""one"": 0.02237117713202259}",0
707,K1pv058participant_fox.wav,"{""window"": 0.0, ""fox"": 0.4041582284404511, ""socks"": 0.0003406693634214826, ""rainbow"": 0.0, ""sox"": 0.0}",1
708,K1pe147participant_socks.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",0
709,K1zz301participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
710,K1lm018participant_chick.wav,"{""chick"": 1.00000000000004, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0}",1
711,K1pb016participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
712,K1lm052participant_fan.wav,"{""fan"": 0.9807800780090937, ""sand"": 2.680180778369374e-05, ""red"": 5.398086296058242e-06, ""leg"": 0.0}",1
713,K1cb011participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
714,K1TK017participant_sick.wav,"{""chick"": 0.0, ""sick"": 1.00000000000004, ""rock"": 0.0, ""lock"": 0.0}",1
715,K1EB212participant_ramp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0005830606350469306}",0
716,K1qq021participant_ring.wav,"{""ring"": 1.00000000000004, ""wing"": 0.0, ""thumb"": 0.0, ""sun"": 0.0}",1
717,K1so011participant_zoo.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 1.00000000000004, ""lamp"": 0.0}",1
718,K1lt045participant_ship.wav,"{""chip"": 1.00000000000004, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",0
719,K1lm052participant_wing.wav,"{""wing"": 0.003813785637981962, ""ring"": 0.003131732121777715, ""sun"": 0.0, ""thumb"": 0.0}",1
720,K1_pe033participant_socks.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",0
721,K1so112participant_lamp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 1.00000000000004}",1
722,K1dd114participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.007762232370546927, ""one"": 0.002384282382815793}",1
723,K1dd084participant_sand.wav,"{""fan"": 0.0, ""sand"": 1.00000000000004, ""red"": 0.0, ""leg"": 0.0}",1
724,K1lt121participant_sand.wav,"{""fan"": 0.0010576981937126854, ""sand"": 0.0010202922133208771, ""red"": 0.0009219935802357503, ""leg"": 0.000462376735579808}",0
725,K1so112participant_shoe.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0, ""shoo"": 0.0, ""shue"": 0.0}",0
726,K1lt236participant_wing.wav,"{""wing"": 0.0, ""ring"": 0.0, ""sun"": 0.0, ""thumb"": 0.0}",0
727,K1lm052participant_fox.wav,"{""window"": 0.0, ""fox"": 1.00000000000004, ""socks"": 0.0, ""rainbow"": 0.0, ""sox"": 0.0}",1
728,K1qq021participant_sick.wav,"{""chick"": 0.0, ""sick"": 1.00000000000004, ""rock"": 0.0, ""lock"": 0.0}",1
729,K1lt202participant_sand.wav,"{""fan"": 0.0, ""sand"": 1.00000000000004, ""red"": 0.0, ""leg"": 0.0}",1
730,K1lm018participant_leg.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0004531334014874326, ""leg"": 0.001650891464195303}",1
731,K1pe022participant_lock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 6.35871331630674e-09, ""lock"": 1.000000000000043, ""loch"": 0.0, ""locke"": 1.999999994411214e-15}",1
732,K1lt307participant_zoo.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0}",0
733,K1so068participant_wing.wav,"{""wing"": 1.00000000000004, ""ring"": 0.0, ""sun"": 0.0, ""thumb"": 0.0}",1
734,K1lt345participant_thumb.wav,"{""thumb"": 0.0, ""sun"": 0.0, ""ring"": 0.0, ""wing"": 0.0}",0
735,K1lt247participant_fan.wav,"{""fan"": 1.00000000000004, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",1
736,K1cc056participant_rock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 1.00000000000004, ""lock"": 0.0}",1
737,K1pe154participant_leg.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",0
738,K1cc035participant_fan.wav,"{""fan"": 0.001366044791641087, ""sand"": 0.0004689818188295289, ""red"": 0.0013928704913895504, ""leg"": 0.0}",0
739,K1so053participant_lamp.wav,"{""ramp"": 0.0, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 1.00000000000004}",1
740,K1lt332participant_window.wav,"{""window"": 1.00000000000004, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",1
741,K1so095participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 0.0}",0
742,K1qq111participant_sun.wav,"{""thumb"": 0.0, ""sun"": 1.00000000000004, ""ring"": 0.0, ""wing"": 0.0, ""son"": 0.0}",1
743,K1cb024participant_fan.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0, ""leg"": 0.0}",0
744,K1cc023participant_red.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 1.00000000000004, ""leg"": 0.0}",1
745,K1pe044participant_ring.wav,"{""ring"": 0.0, ""wing"": 0.0, ""thumb"": 0.0, ""sun"": 0.0}",0
746,K1AM166participant_lock.wav,"{""chick"": 0.0005646150974108647, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0, ""loch"": 0.0, ""locke"": 0.0}",0
747,K1pe162participant_socks.wav,"{""window"": 0.0, ""fox"": 0.0, ""socks"": 0.0, ""rainbow"": 0.0}",0
748,K1cc023participant_sand.wav,"{""fan"": 0.0, ""sand"": 1.0000000000498448, ""red"": 0.0, ""leg"": 0.0}",1
749,K1lt017participant_ramp.wav,"{""ramp"": 0.0006668354124695979, ""shoe"": 0.0, ""zoo"": 0.0, ""lamp"": 0.0006513785580596424}",1
750,K1lt247participant_lock.wav,"{""chick"": 0.0, ""sick"": 0.0, ""rock"": 0.0, ""lock"": 0.0, ""loch"": 0.0, ""locke"": 0.0}",0
751,K1pb035participant_leg.wav,"{""fan"": 0.0, ""sand"": 0.0, ""red"": 0.0, ""leg"": 1.00000000000004}",1
752,K1pe113participant_one.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0, ""one"": 1.00000000000004, ""won"": 0.0}",1
753,K1WA246participant_sun.wav,"{""thumb"": 0.0, ""sun"": 1.00000000000004, ""ring"": 0.0, ""wing"": 0.0, ""son"": 0.0}",1
754,K1lt236participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 1.00000000000004, ""one"": 0.0}",1
755,K1dd105participant_run.wav,"{""chip"": 0.0, ""ship"": 0.0, ""run"": 0.0011136880905950968, ""one"": 0.007621700831075958}",0
